over,short_text,long_text
2.5,"Unadkat to Maxwell, SIX runs","that is maaaasive! Wheee goes the ball over long-on. It's a 116 kph offcutter outside off, and by now it's predictable. Maxwell shuffles across, gets underneath the length and says not every ball, mate. Pummeled over long-on."
2.4,"Unadkat to Maxwell, FOUR runs","136 kph, it's full and wide again, may have been a wide had Maxwell left that alone. Maxwell swings, gives the ball everything he has. A thick outside edge flies over short third man."
2.3,"Unadkat to Maxwell, no run","three wide deliveries, three dots! A full and wide delivery that is brilliantly bowled. Inside the tramline. Maxwell can't get bat on ball again."
2.2,"Unadkat to Maxwell, no run","3 off 7 for Maxwell. That was right in the slot. He has just gotten off an airplane. Full outside off, it's in the hitting arc and Maxwell misses his slog again."
2.1,"Unadkat to Maxwell, no run","a swing and miss! A very wide delivery outside off, Maxwell walks across, looking to heave into the leg side. The ball is too wide to drag. Wrong shot selection."
1.6,"Kulkarni to Maxwell, 1 run","terrific bowling. A full, straight delivery is hit away to mid-off for one. Excellent end to the Powerplay."
1.5,"Kulkarni to Maxwell, no run","oh my. That's right in the arc. A short offcutter on middle and leg. Maxwell attempts a ramp over short fine leg, but shuffles across and is through his shot too early. Goes over leg stump"
1.4,"Kulkarni to Pant, 1 run","excellent bowling again. The offcutter with the wet ball is a brave ball. To get some cut and flummox the batsman is even more impressive. Pant is too early into the shot, toe-ended to the keeper."
1.3,"Kulkarni to Pant, no run","full delivery outside off, it's absolutely belted to mid-off for no run. Smashed."
1.3,"Kulkarni to Pant, 1 wide","a very wide delivery outside off, called a wide."
1.2,"Kulkarni to Maxwell, 1 run","excellent bowling. Maxwell is backing away, Dhawal follows him with a very full delivery. Almost a yorker. The ball hits the back leg, one leg bye."
1.1,"Kulkarni to Pant, 1 leg bye","a slower ball on middle and leg, Pant stays low and aims to help it along over fine leg, but can't make contact. Struck on the body. One body bye."
0.6,"Gowtham to Pant, 1 run","a nice low full toss, driven to long-on, 108 kph. An easy 10 off the over."
0.5,"Gowtham to Pant, FOUR runs","a flat delivery down leg, Pant stays low and heaves the ball over short fine leg for four. That's a poor delivery."
0.4,"Gowtham to Pant, no run","a flat delivery, on middle and leg. Pant comes down but the trajectory is much flatter. Inside-edged into the pad, and then into the off side. Gowtham runs to the ball to prevent one."
0.3,"Gowtham to Pant, FOUR runs","smashed for four. Pant comes running down, gets close to the pitch and nails his drive over the bowler. Good-enough timing."
0.2,"Gowtham to Maxwell, 1 run","a low full toss, a yorker. Pushed to long-on. Not much Maxwell can do with that."
0.1,"Gowtham to Maxwell, OUT","a diamond duck for Munro! A flat start from Gowtham on the pad, the ball ricochets towards square leg. Munro comes charging down, looking for the leg bye but Maxwell sends him back. Munro turns around and heads back, but the throw is on the bounce to the bowler, and Gowtham takes the bails off, with Munro well short."
17.5,"Shami to Gowtham, 2 runs","drifts down leg, flicked away through backward square leg for a couple."
17.5,"Shami to Gowtham, 1 wide",a short loopy bouncer over the head.
17.4,"Shami to Buttler, OUT","and out of a yorker! That's Buttler bread and erm butter. But he misses this. Buttler walked right across, looking to scoop the ball over fine leg, but it's a slower ball on leg. And very very full. Despite his excellent hands, he can't quite improvise fast enough to that delivery. Misses and the ball hits leg stump."
17.3,"Shami to Buttler, no run","139 kph, strays down leg. Buttler misses a flick. Just clips the pad to the keeper."
17.2,"Shami to Buttler, no run","on the pads, skewed away to square leg"
17.1,"Shami to Buttler, SIX runs","gets underneath the length, gives himself room and knows exactly what he's doing. Lofted cleanly and easily over long-off, too easy."
16.6,"Morris to Buttler, 1 leg bye","142 kph, a full toss down leg, would you want it anywhere else? Buttler did not expect such a friendly delivery and reaches the ball very late. The ball hits the front pad, sliding down."
16.5,"Morris to Buttler, FOUR runs","short and wide, too much width. Cut over backward point for four. That's very clever batting. Nicely chopped away."
16.4,"Morris to Buttler, no run","shortish outside off, Buttler misses his swing."
16.3,"Morris to Buttler, SIX runs","gets under that and sends the ball very very high. Does not quite get the distance. Maxwell circles under the ball,  but he too can't haul the ball back in as he steps over the boundary at long-on"
16.2,"Morris to Tripathi, 1 run","full and wide outside off, a thick outside edge down to third man for a run"
16.1,"Morris to Tripathi, SIX runs","taken on the deep midwicket boundary, but tries to throw the ball back in as his momentum takes him over the boundary. His throw back in is futile because he has stepped over the boundary. A slower ball is smashed over deep midwicket"
19.5,"Vinay to Jadeja, SIX runs","over long on! And CSK complete another heist. Full on middle stump, but Jadeja gets his front foot out of the way to smack this over Vinay's head. In the slot to be punished, and Jadeja does exactly that. It lands in the second tier and with that the CSK boys come running out! The hosts win by five wickets"
19.4,"Vinay to Bravo, 1 run",full and wide outside off. Bravo drags his shot to long on this time. No chance of a double
19.3,"Vinay to Jadeja, 1 run","good length on off stump, and Jadeja carves this to point for a quick single. Gets Bravo back on strike"
19.3,"Vinay to Jadeja, 1 wide","full and slow outside off, but that's too wide! Jadeja lets it go as the umpire stretches his arms"
19.2,"Vinay to Bravo, 1 run","short on middle, and Bravo pulls this square to cow corner. It's in the air, but falls short of the man at cow corner. Bravo wanted the second, but Jadeja chooses not to come back. DJ's not happy!"
19.1,"Vinay to Bravo, 2 runs","full and wide outside off, but that's been smacked over long on's head. Taken in the deep, but that's a free hit, so he's safe! Bravo comes back for the second"
19.1,"Vinay to Bravo, (no ball) SIX runs","waist-high full toss on leg stump, and Bravo simply swings through to the leg side. It's taken a leading edge, but has enough behind that for the ball to go beyond the fine-leg boundary! Perfect way for CSK to start the over. Free hit as well"
18.6,"Tom Curran to Bravo, 1 run","yorker on leg stump, and all Bravo can do is flick it off his toes to deep midwicket. CSK need 17 off the final over"
18.5,"Tom Curran to Jadeja, 1 run","short on middle, and Jadeja cuts it to Chawla at point. Diving effort stops the ball, and ensures they can only take the single"
18.4,"Tom Curran to Billings, OUT","holes out to long off! Full outside off, but slightly slower this time. Billings is through his shot too early, and that comes off the blade's toe end. Billings walks back but not before keeping CSK alive in this match"
18.3,"Tom Curran to Billings, SIX runs","half-tracker on middle, and Billings pulls it away over midwicket! Slight bend of the knee to keep his eyes on the ball, and then sent over the boundary with ease"
18.2,"Tom Curran to Jadeja, 1 run","good length on off, and that's been tapped to backward point. Jadeja scampers across to the other end, but more important, gives the strike back to Billings"
18.1,"Tom Curran to Billings, 1 run","smart bowling, but Billings will get to his fifty. Full and wide outside off, and the batsman is forced to drag a sweep towards the leg side"
17.6,"Russell to Jadeja, no run",full and fast outside off. Jadeja can't make any connection. A useful dot to end Russell's spell
17.5,"Russell to Billings, 1 run","short outside off, and Billings pings this over square leg this time. Drags his shot to Kuldeep at deep backward square"
17.4,"Russell to Billings, SIX runs","back of a length on leg stump, but Billings was expecting that very length! Uses his bottom hand to flat-bat it over long on. Enough connection to take it beyond the boundary. Two terrific shots from Billings"
17.3,"Russell to Billings, SIX runs","ridiculous! Low full toss on middle stump, but Billings shuffles across to the off side. Gets to the other side and then paddles this over fine leg"
17.2,"Russell to Jadeja, 1 run","short on leg stump. Jadeja tries to swivel, but can't pull effectively. Played to deep backward square"
17.1,"Russell to Billings, 1 run","short on middle stump, but Billings makes room on the leg side. Can only punch it down the ground to long off though"
16.6,"Chawla to Billings, 1 run","full on leg stump, and pushed to wide long on. Curran cleans up, but Billings will keep strike"
16.5,"Chawla to Billings, FOUR runs","flat and full outside off, but Billings is quick to spot the length. Goes down on one knee, and bunts it towards the leg side. Manages to play it between deep midwicket and wide long on"
16.4,"Chawla to Jadeja, 1 run","good length on leg stump, and it's a quicker ball to welcome Jadeja! Hits his front leg, but would've probably gone down the leg side. Jadeja wanted the run, though, but he's quickly asked to go back"
16.3,"Chawla to Dhoni, OUT","Dhoni walks! Good length outside off, and the ball stays slightly low. Tries to cut square but the ball goes under his bat. Takes a feather edge, and DK collects like a boss! They don't even bother appealing since the CSK captain starts to walk. Fair-play points, please!"
16.3,"Chawla to Dhoni, 1 wide","flat on leg stump, and goes down the leg side. Extras"
16.2,"Chawla to Billings, 1 run","flat and quick outside off. 114kph, in fact. Billings came down the ground and tried to slog it towards the leg side, but takes the inside edge to short fine leg instead"
16.1,"Chawla to Dhoni, 1 run","overpitched wide outside off. Dhoni muscles this down the ground to long on for only a single. Billings wants a second, but MSD sends him back"
15.6,"Narine to Billings, 2 runs","full on middle stump, and once again whipped to the leg side with soft hands. Uthappa's late to attack the ball, which therefore allows them to take another double. Time out"
15.5,"Narine to Dhoni, 1 leg bye","good length on off stump, but Dhoni gives it a charge again. Tries to flick towards the leg side, but comes off his thigh guard"
15.4,"Narine to Dhoni, no run",flat on off stump. It's overpitched so Dhoni's cramped for space too. Defended towards the off side
15.3,"Narine to Billings, 1 run","short on off stump, and spinning across Billings. Flat-batted down the ground to long on"
15.2,"Narine to Billings, 2 runs","good length on off stump, Billings comes down the wicket and taps with soft hands towards midwicket. Nobody's there, so they comfortably come for the second run"
15.1,"Narine to Dhoni, 1 run","short on middle, and Dhoni muscles his pull towards deep midwicket"
14.6,"Tom Curran to Billings, SIX runs","waist-high full toss, Billings drags his pull behind square! Soars into the stands as CSK get 17 off the over. The ball was aimed into Billings' body, but he was in the perfect position to go through with that shot. Lucky that wasn't called a no ball"
14.5,"Tom Curran to Dhoni, 1 run","slower ball, full on middle. Carved towards cover point with soft hands"
14.4,"Tom Curran to Billings, 1 run","low full toss on middle stump. Mistimed to mid off, and Billings steals another single"
14.3,"Tom Curran to Billings, SIX runs","full outside off, and Billings makes room on the leg side. In the slot for him to free his arms, and Billings sends it over deep extra cover! Comfortably lifted over cover"
14.2,"Tom Curran to Billings, 2 runs","full on middle, and that's been smacked over Curran! Uthappa, at mid off, runs backwards but drops it! Gives Billings a reprieve"
14.1,"Tom Curran to Dhoni, 1 run","good length just outside off, and Dhoni glances it to point for a quick run"
13.6,"Kuldeep to Billings, 2 leg byes","good length on off, and spinning away from Billings. Tries to sweep and he misses, but so does DK! More runs for CSK to collect"
13.5,"Kuldeep to Dhoni, 1 run","quicker ball, and flat on leg stump. Clipped off his pads to fine leg"
13.5,"Kuldeep to Dhoni, 1 wide","short and wide outside off. Too wide, in fact, and Dhoni's happy to let it go"
13.4,"Kuldeep to Dhoni, SIX runs","smashed over wide long on! This game's back alive, folks! Tossed up on leg stump and Dhoni whips this off his toes and into the stands. Excellent bat speed!"
13.3,"Kuldeep to Dhoni, FOUR runs","straight down the ground! Full on off, and Dhoni comes shimmying down the wicket. Smashes it past Kuldeep thereafter, and the bowler did well to ensure he didn't get his fingertips to it. That would've stung"
13.2,"Kuldeep to Billings, 1 run","length-ball on off, but spinning away from Billings. Cut to Curran off the back foot on this occasion. KKR won't mind these"
13.1,"Kuldeep to Dhoni, 1 run","short on middle stump, but Dhoni can't time the pull well. Put a lot of power behind that shot, but mistimed to deep midwicket"
12.6,"Chawla to Dhoni, 1 run","good length outside off, but Dhoni cuts it straight to Lynn at short third man. Almost carried to the man, in fact. Dhoni will be relieved"
12.5,"Chawla to Billings, 1 run","good length on off, but straightens after pitching. Carved off the back foot to the man in the deep"
12.4,"Chawla to Billings, 2 runs","half-tracker on off, and Billings works it to cow corner on this occasion. Misfield from Curran allows them to take the second run"
12.3,"Chawla to Billings, FOUR runs","flighted on middle stump, but Billings is up to the challenge! Comes down the wicket and whips it excellently past midwicket. Wide long on can't parry it back and that's a very useful boundary"
12.2,"Chawla to Dhoni, 1 run","full outside off, but zipping into Dhoni's pads. Tried to cut after backing away, but takes the inside edge. It goes between his legs and through to the leg side"
12.1,"Chawla to Dhoni, no run","flat to start off. On middle stump, and Dhoni defends it back to Chawla"
11.6,"Narine to Dhoni, 1 run","wide outside off, and that's been cut hard past point. Quick bat speed on display from Dhoni this time"
11.5,"Narine to Dhoni, no run","full on off stump, and Dhoni comes charging down the wicket. Tries to drive, but checks his shot in the end. Tapped towards Narine"
11.4,"Narine to Billings, 1 run","good length outside off, but spins away from Billings. Worked towards the on side and played down the ground"
11.3,"Narine to Raina, OUT","short on off stump, and Raina tries to pull over cow corner, but he's got no power behind that shot - presumably because of his leg injury. The ball's in the air for ages, and Vinay Kumar settles under it at long on. Another big wicket down"
11.2,"Narine to Dhoni, 1 run","good length on middle stump, and Dhoni makes room on the leg side. Punches it past cover to the man in the deep"
11.1,"Narine to Dhoni, no run","big appeal for lbw! But turned down. Narine wants to review. It was a good-length ball on middle, and zipped straight through. Dhoni tried to defend but the ball sneaked between bat and pad. Impact's in front of middle stump, but would that have hit the stumps? Dhoni's big stride may have saved him. Yep, missing middle stump. Too high, so KKR lose their review"
10.6,"Kuldeep to Raina, SIX runs","uses his bottom hand to lift this over extra cover! Full outside off, and Raina hits with the spin. Off the bat's sweet spot, and the ball lands just beyond the wide long-off boundary. That's the team hundred too"
10.5,"Kuldeep to Dhoni, 1 run","good length on off stump, and enough room for Dhoni to free his arms. Pulled hard, but not well, to Curran at deep midwicket"
10.4,"Kuldeep to Raina, 1 run","good length on leg stump, and straightens after pitching. Pulled, but along the ground, to the man at deep midwicket"
10.3,"Kuldeep to Dhoni, 1 run","good length on off, and spinning further away from Dhoni. Flat-batted down the ground to long off"
10.2,"Kuldeep to Dhoni, no run","good length outside off, and cut off the back foot. Mistimed to Narine at point"
10.1,"Kuldeep to Raina, 1 run","dropped by Curran! It was full outside off, and Raina lifted it over cover. Came off the bat's toe end, so it was in the air for a long time. Curran, from deep extra cover, runs in, but misjudges the catch. Drops it with the ball dipping in front of him"
9.6,"Narine to Dhoni, no run","full just outside off, and Dhoni's neither here nor there. Stuck in two minds, but eventually pushes towards cover point with the bat's open face"
9.5,"Narine to Raina, 1 run","good length on middle stump, and punched off the back foot to long on."
9.4,"Narine to Dhoni, 1 run","good length outside off, and spinning further away. Dhoni cuts furiously past point. Played to the man in the deep"
9.3,"Narine to Raina, 1 run","flat, and on a good length on leg stump. Clipped off his pads to square leg"
9.2,"Narine to Dhoni, 1 run","good length on middle, but takes some extra bounce! Dhoni manages to paddle this fine down the leg side, but looked rather uncomfortable"
9.1,"Narine to Dhoni, no run","back of a length, but just outside off. Dhoni goes onto the backfoot, and blocks"
8.6,"Kuldeep to Dhoni, 1 run","full on middle, and Dhoni comes down the ground. Hits through the ball's line, and the shot goes one-bounce to long on"
8.5,"Kuldeep to Dhoni, no run","half-tracker on middle stump, but spins into Dhoni. Cramped for room, and can't flick it square. Hits his thigh pad"
8.4,"Kuldeep to Dhoni, no run",full on leg stump to Dhoni. Tapped back to Kuldeep off the front foot. Carefully negated
8.3,"Kuldeep to Rayudu, OUT","tossed up outside off, and that's been driven away from his body. Slices his shot slightly, and therefore plays it in the air. Soft dismissal in the deep, as Mavi (the substitute) takes a few steps in from deep extra cover and pockets the catch"
8.2,"Kuldeep to Raina, 1 run","flighted on middle stump, grips and turns across Raina after pitching. Flicked off his pads towards midwicket on this occasion"
8.1,"Kuldeep to Rayudu, 1 run","good length on off, spins away from the right hander. Punched down the ground to mid off"
7.6,"Narine to Rayudu, 1 run","good length on off, and spinning away after pitching. Pulled down the ground to wide long on for a single"
7.5,"Narine to Rayudu, no run","full on middle stump, prods forward and taps it back to Narine"
7.4,"Narine to Raina, 1 run","good length on middle stump, and Raina flat-bats this towards the leg side off the back foot"
7.3,"Narine to Raina, no run",flat on middle stump. Defended off the back foot by Raina
7.2,"Narine to Rayudu, 1 run",good length just outside off. No spin this time as it zips straight through. Chopped to short third man from way close to his body
7.1,"Narine to Raina, 1 run",turned towards midwicket for a single. Flat on middle and leg to start off
6.6,"Russell to Rayudu, no run","full and wide outside off. Forces Rayudu to reach at it, but the ball's inside the tram-lines. An excellent delivery to end the over"
6.5,"Russell to Rayudu, no run","low full toss on middle and leg, and Rayudu smacks it straight down the ground. Well stopped by the bowler on his followthrough, who sticks his right hand out"
6.4,"Russell to Rayudu, no run",good length on off stump. He comes down the wicket but checks his shot. Poked to point
6.3,"Russell to Rayudu, 2 runs","short on off, but Rayudu shuffles across to the off side. Pulls it behind square for a couple more"
6.2,"Russell to Raina, 1 run",good length on middle stump. Raina opens his bat's face and runs it down to third man this time. They walk across for the single
6.1,"Russell to Rayudu, 1 run",slower ball to start the over. Tapped off the back foot to short third man with ease
5.6,"Tom Curran to Raina, no run","almost a yorker on off stump, but Raina's up to the challenge. Defended off the front foot, and here's the time out"
5.5,"Tom Curran to Watson, OUT","pulled, but holes out! Curran strikes in his first over. Short again, and this time the pull isn't hit well enough. Rinku Singh was placed at cow corner after the earlier pull, and this time Watson finds the man. Big wicket for the visitors"
5.4,"Tom Curran to Rayudu, 1 run","takes the pace off this time. Good length on middle, and Rayudu pokes at it. Played towards point for a quick run"
5.3,"Tom Curran to Watson, 1 run","full on off, and the drive's been crunched to Rana at cover point. Stopped well, but his throw doesn't hit the stumps. Allows them to take an overthrow"
5.2,"Tom Curran to Watson, SIX runs","full outside off, and Watson leans into a drive. Lifted over mid off, and it has enough behind it to go beyond long off! Ten off the first two balls"
5.1,"Tom Curran to Watson, FOUR runs","short outside off, and Watson's pulled this with some disdain! Over the infield, and no one's there at the cow-corner boundary"
4.6,"Russell to Watson, 1 run","short on middle, and Watson swivels early to pull. Top-edged, but lands safe. Deep midwicket cleans up"
4.5,"Russell to Rayudu, 1 run","good length on off, and it's been pulled past square leg this time. Not hit well enough"
4.4,"Russell to Rayudu, FOUR runs","good length just outside off, but Rayudu plays a delicate shot this time! Stands tall and waits for the delivery to come to him. Opens the bat's face and ramps it over the keeper thereafter"
4.3,"Russell to Rayudu, 2 runs","misfield at mid off! Vinay Kumar the guilty party here. Punched off the back foot to the fielder, but he takes his eyes off the ball while picking it up"
4.2,"Russell to Watson, 1 run","good length on middle stump, and Watson drops his gloves on this one. Worked to square leg off the back foot"
4.1,"Russell to Rayudu, 1 run","good length just outside off, chopped off the back foot to third man"
3.6,"Chawla to Watson, no run","quicker ball, full on middle stump. Watson defends off the front foot and sees the over out"
3.5,"Chawla to Rayudu, 1 run","full on middle and leg, and the batsman taps it to the leg side with soft hands"
3.4,"Chawla to Rayudu, FOUR runs","good length on off, and Rayudu comfortably punches this square off the back foot. Beats the diving cover-point fielder and Curran can't pull it back either"
3.3,"Chawla to Rayudu, SIX runs","tossed on off stump, and Rayudu punishes this once again! Goes inside out this time, and smacks this over extra cover! KKR are getting hammered here"
3.2,"Chawla to Rayudu, no run","almost chopped on! Good length on off, but zipping inwards after pitching. Tries to cut, but the ball goes nowhere. Lands near his toes"
3.1,"Chawla to Rayudu, SIX runs","and punished first ball! Full on off, and Rayudu comes down the wicket and lifts it over Chawla's head. Full swing of the bat"
2.6,"Russell to Rayudu, 1 run","slower ball, and full on middle. Whipped off his toes to deep midwicket"
2.5,"Russell to Rayudu, no run","short on middle stump, but Rayudu misses the cut. He came down the wicket again, but was too close to his body for the shot. Taken by the keeper from near his head"
2.4,"Russell to Rayudu, FOUR runs","low full toss on leg stump, but that's too easy for the batsman. Flicked off his toes, and past short fine leg!"
2.3,"Russell to Rayudu, no run","good length outside off, but Rayudu comes dancing down the wicket. Tries to slog it down the ground but can't connect with the ball. Through to DK"
2.2,"Russell to Watson, 1 run","good length on off, and Watson taps it off the back foot to mid on"
2.1,"Russell to Watson, no run","shapes away! Good length outside off, and jags away after pitching. Watson tries to defend but the ball goes away from his bat. Could've easily taken the outside edge"
1.6,"Chawla to Watson, 1 run","length at middle stump, tapped through midwicket off the back foot"
1.5,"Chawla to Watson, SIX runs","see ya! Length ball on off stump, he gets down with the forward stride and creams this slog sweep wayyyyy over midwicket"
1.4,"Chawla to Watson, no run","googly, back of a length outside off. Gets on the back foot and nudges to point"
1.3,"Chawla to Rayudu, 1 run","length on middle stump, steps out and drives to long-on"
1.2,"Chawla to Watson, 5 runs","overthrows. Watson dabs a length ball into the leg side and Karthik slides, swivels and throws a very very wide throw as he tries to run Watson out at the other end. Russell puts in a big dive to the left at mid-off but can't stop that"
1.1,"Chawla to Rayudu, 1 run","slider from wide of the crease, coming in at off stump on a good length. He plants the front leg forward and drops it in front of short third man with soft hands"
0.6,"Vinay to Watson, FOUR runs","through the covers now! Vinay Kumar finishes poorly after two dot balls. Length ball outside off, onto the front foot and he punches it on the up"
0.5,"Vinay to Watson, SIX runs",huuuuuge! Puts it up at a length on leg stump and boy does Watson love that. He's made room and is waiting for a clean swing through the ball. Vinay allows him that and he duly drills it over long-on
0.4,"Vinay to Watson, FOUR runs",drops it short and into the body. Watson uses the angle as he stays tall and swats this past short fine
0.3,"Vinay to Watson, 2 runs",short of a length with some shape away outside off. Chases it with his hands and slices it between backward point and cover point. Third man cleans up
0.2,"Vinay to Watson, no run",just over off stump. Watson expects this length ball to climb up and has gone for the pull. It slides through from under the bat and just clears off stump
0.1,"Vinay to Watson, no run",raps him on the pad after getting this to nip back in off the pitch. Watson tentative as he looks to defend this
19.6,"Thakur to Russell, SIX runs","finishes with a six! Overpitched outside off, but it's in Russell's slot. Goes down on one knee, and smacked over long off! KKR finish on 202 for 6"
19.5,"Thakur to Tom Curran, 1 bye","another knuckle ball outside off, and Curran can't hit it. But Dhoni misfields, which makes the batsmen take the bye. They can take overthrows as well, but Russell's not interested"
19.4,"Thakur to Tom Curran, no run","knuckle ball outside off, and Curran can't connect again! Deceived by the pace"
19.3,"Thakur to Tom Curran, no run","saved by Dhoni! He had to dive to his right to stop that ball. Thakur went short outside off, and Curran walked across to the off side as well. But, the batsman can't get bat to ball"
19.2,"Thakur to Russell, 1 run","short on off stump, and Russell's pull doesn't come off. Bottom-edges it towards deep midwicket"
19.1,"Thakur to Russell, SIX runs","width offered outside off, and Russell leans into the drive. It's been tonked over the infield, and the ball lands way beyond deep extra cover. That's his tenth maximum!"
18.6,"Bravo to Russell, 1 run","low full toss on leg stump, and Russell flicks this off his pads to deep backward square. Twenty-one runs off the over but importantly, Russell's on strike. Can KKR breach 200?"
18.5,"Bravo to Tom Curran, 1 run","back of a length outside off, and Curran lifts this off the back foot. Played over cover, but there's someone in the deep"
18.4,"Bravo to Russell, 1 run","excellent yorker on middle stump, and Russell does well to get his bat down in time. It's inside-edged to short fine leg, and Curran's halfway down the wicket. There's a misfield there, so Russell chooses to run across as well. Could've been a run-out if Chahar collected the ball cleanly"
18.3,"Bravo to Russell, SIX runs","three in three! Short on off, and Russell swivels to pull. Off the bat's middle and it lands beyond the man at cow corner. The KKR dugout can't believe it"
18.2,"Bravo to Russell, SIX runs","Is that out of the ground as well? Russell's hit that so hard that he's down on the floor. It was another slower ball outside off, and Russell muscles this over long on. Hits the top of the roof!"
18.1,"Bravo to Russell, SIX runs","it's full on leg stump, and Russell whips this off his pads! That's all it was, a simple flick, and the ball soars over deep midwicket. Raw power from Russell"
17.6,"Watson to Russell, 1 run","overpitched, but wide outside off. Russell hits this hard into the ground, and the ball lobs over Watto's head. There's cover in the deep though"
17.5,"Watson to Tom Curran, 1 run","good length on off stump, and Curran backs away to make some extra room. Slaps this square past point to the man in the deep"
17.4,"Watson to Karthik, OUT","yorker on leg stump, and Karthik misses the shot. Hits his back leg, and the appeal's been given out! He's reviewing but that's a futile decision. It hit his back leg, and impact was in front of leg stump. The replay shows that the ball would've clipped leg stump. KKR retain their review but the captain has to go"
17.4,"Watson to Karthik, 1 wide","goes extra short outside off, and Karthik pulls out of the uppercut. Good decision from the KKR captain as the umpire signals extras"
17.3,"Watson to Karthik, no run","short outside off, and DK mistimes his pull. Straight to square leg"
17.2,"Watson to Russell, 1 run","full outside off, and that's been flat-batted down the ground. Almost goes straight down long off's throat, but falls just short of the fielder"
17.1,"Watson to Russell, SIX runs","through extra cover's hands! Full outside off, and Russell smacks this over cover. The man in the deep sticks his hands up, but the powerful shot goes through his palm. Brings up his half-century as well"
16.6,"Bravo to Karthik, SIX runs","now Karthik's joining in! Picks the slower ball nice and early, and DK slogs this over long on with disdain! Nineteen off the 17th over"
16.5,"Bravo to Russell, 1 run","good length just outside off, but tailing into Russell. Tapped off the back foot to cover for a quick run"
16.4,"Bravo to Russell, SIX runs","slower ball, and that's a low full toss on middle stump, but Russell winds up early for exactly that delivery. Gets his front leg towards the leg side and frees himself up enough to swing through the ball's line. Hit flat over wide long on"
16.3,"Bravo to Russell, no run","slower ball, on a good length. Pitches on off stump and goes over Russell's attempted cut shot"
16.2,"Bravo to Russell, SIX runs","that's out of the ground! Full on middle and Russell's spotted this early. Down on one knee, and swung over Bravo's head. A full 105 metres and even Shahrukh Khan needs to crane his neck to see that ball"
16.1,"Bravo to Russell, no run","goes short first. Pitches on leg stump, but Russell goes under the delivery. First-bouncer says the umpire"
15.6,"Thakur to Karthik, no run","low full toss on off stump, but tailing sharply into DK's toes. Tries to play straight, but the swing forces an error from Karthik. He bottom-edges it to the keeper. Could've easily chopped onto his stumps however"
15.5,"Thakur to Russell, 1 run","good length on off stump, and Russell mistimes his pull to cow corner. They jog across for the single"
15.4,"Thakur to Russell, SIX runs","two in two! It's a full toss on off stump, and Russell's not going to miss out on these. It's pumped over the non-striker's head and lands next to the sightscreen"
15.3,"Thakur to Russell, SIX runs","overpitched outside off, and Thakur pays the price for missing his length. Down on one knee, and muscled by Russell over long on. It's not off the bat's sweet spot, but enough behind it to clear the boundary. Thakur's knuckle ball did not come off"
15.2,"Thakur to Karthik, 1 run","short outside off, but not wide enough for the cut. DK bottom-edged the shot to third man on this occasion"
15.1,"Thakur to Russell, 1 run","full outside off, and Russell's not happy to have missed out. Swung through the ball's line, but it comes off the bat's toe end"
14.6,"Tahir to Russell, 1 run","full on leg stump, and Russell powers this down the ground. Beats midwicket's dive, but there's someone in the deep."
14.5,"Tahir to Karthik, 1 run","flighted just outside off, and almost yorks DK. Manages to squeeze it past cover to the man in the deep"
14.4,"Tahir to Karthik, no run","full just outside off. Driven inside-out, but straight to the man at cover"
14.3,"Tahir to Russell, 1 run","shouts of 'catch it' but drops well short of the man at cow corner. Full on leg stump, and Russell's leg-side slog comes off the bat's toe end. Was in the air for a while, though"
14.2,"Tahir to Karthik, 1 run",good length on middle stump. Goes deep into the crease and whips it to square to deep midwicket
14.1,"Tahir to Russell, 1 run",half-tracker on off stump. Punched off the back foot to long off
13.6,"Bravo to Russell, 1 run","full on off stump, and Russell smacks this past the non-striker to long on"
13.5,"Bravo to Russell, SIX runs","over long on! Dropped in the stands, though. Full on off, in Russell's arc. Huge stride forward and makes a solid base to launch. Goes through with his shot thereafter, and it lands in the first tier"
13.4,"Bravo to Karthik, 1 run","slower ball, on a good length outside off. Karthik keeps his eyes on the ball, and plays towards the off side with soft hands. Played into the gap in front of cover"
13.3,"Bravo to Russell, 1 run",another low full toss on middle stump. Russell bunts it down the ground - past Bravo's left - to long off
13.2,"Bravo to Russell, no run","good length on off. The ball's angling into Russell, who chooses to defend off the back foot"
13.1,"Bravo to Karthik, 1 run","starts off with a low full toss. It's aimed on his toes, and batsman taps it down the ground to long off"
12.6,"Tahir to Russell, no run","full and wide outside off. Russell tries to drive with the bat's open face, but it's mistimed. Straight to point"
12.5,"Tahir to Karthik, 1 run",good length on middle stump. Tapped off the front foot to cow corner for a walking single. A good over from Tahir so far
12.4,"Tahir to Russell, 1 leg bye","slower ball, short on middle. The ball's going down the leg side but Russell manages to flick this fine past the keeper. Comes off his thigh guard, in fact"
12.3,"Tahir to Russell, 2 runs","width offered outside off, and Russell cuts this square past point. Man in the deep has to jog across to his left and intercept"
12.2,"Tahir to Russell, no run",tossed up on off stump. Big stride forward and defended
12.1,"Tahir to Russell, no run","full on off, and this one zips straight through! Hurries the batsman onto his back foot,who does well to fend it away"
11.6,"Watson to Russell, 1 run",good length outside off. Russell walks across to the off side and taps to point. Played with soft hands and that allows Russell to take the run
11.5,"Watson to Karthik, 1 run","slower ball but short on middle. Comfortably turned, off his pads, to fine leg"
11.4,"Watson to Russell, 1 run","good length on middle, and Russell bunts this square on the leg side. Slogged - but mistimed - to wide long on"
11.3,"Watson to Russell, FOUR runs","overpitched wide outside off, and Russell drives this past extra cover! Couldn't get under the ball, but he's got enough power to hit through the ball's line. Breaches the gap between cover and mid off"
